link_id,row,verdict,status,priority,why_this_needs_you,flow,retiring_code,retiring_description,last_traded,value_cad,proposed_successor,proposed_successor_description,proposed_successor_first_traded,proposed_successor_last_traded,successor_began_at_the_boundary,successor_is_more_aggregate,months_gap,gap_named_by_the_record,suggested_decision,why_not_recommended,wording_match,shared_meaning_words,runner_up,runner_up_description,runner_up_first_traded,runner_up_last_traded,runner_up_wording_match,other_candidates_considered,official_record,closest_removed_candidate,closest_removed_description,closest_removed_first_traded,closest_removed_last_traded,closest_removed_wording_match,closest_removed_why,candidates_removed_on_meaning,record_overruled_gate,official_record_note,record_narrowed_note,best_candidate_passing_every_rule,best_candidate_description,best_candidate_wording_match,best_candidate_is_the_leftover_line,how_they_relate,family_of_the_retiring_code,family_evidence,class_residual_available,class_residual_description,class_residual_wording_match,same_wording_reappears_at,same_wording_reappears_from,same_wording_gap_months,substance_named_again_later,successor_also_retires,chain_ends_at,chain_hops,successor_swaps_a_term,term_in_the_retiring_code,term_in_the_successor,successor_was_carved_out_of_it,carved_out_term,carved_out_by,a_leftover_line_widened_here,widened_line,widened_line_added_terms,widened_line_rank,successor_co_traded_months,codes_never_considered,closest_never_considered,closest_never_considered_description,closest_never_considered_wording_match
imports:3002.10.21.10:1997-12,144,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.21.10,"Bovine albumin, for parenteral administration in humans",1997-12,27900542.00,3002.10.00.41,"Bovine albumin, for parenteral administration in humans",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.49,"Blood albumin nes, of animal origin, for parenteral administration in humans",1998-01,2016-12,0.7812,9,no official source reaches this boundary,3002.10.00.90,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",2012-01,2016-12,0.2556,continuity,3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3003.31.00.10,"Insulin, prepared for parenteral administration in humans, in bulk",0.7627
imports:3004.90.10.10:1997-12,145,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.10.10,"Mixtures of amino acids, nes, in dosage",1997-12,27832591.00,3004.90.00.11,"Mixtures of amino acids, nes, in dosage",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.19,"Mx of amino acids & protein hydrolysates, etc, in dosage, nes",1998-01,2026-06,0.6667,27,no official source reaches this boundary,3004.90.00.90,"Other medicaments, for veterinary use, in dosage, nes",2012-01,2026-06,0.5057,continuity,3004.90.00.90 (continuity); 3004.90.00.25 (continuity); 3004.90.00.21 (continuity); 3004.90.00.24 (continuity); 3004.90.00.23 (continuity); 3004.90.00.22 (continuity); 3004.90.00.27 (continuity); 3004.90.00.29 (continuity); 3004.90.00.26 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.20.00.62,"Mitomycin C, for human use, in dosage",0.6111
imports:3001.90.20.00:1997-12,146,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3001.90.20.00,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1997-12,26959462.00,3001.90.00.20,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3001.90.00.90,"Other human or animal subs prepared for therapeutic or prophylactic uses, nes",1998-01,2026-06,0.5526,1,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,242,3002.42.00.10,Vaccines agnst foot and mth disse;vacc prepr for parentl admin;bovi intrnsl vacc,0.4872
imports:3002.10.29.90:1997-12,147,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.29.90,"Blood fractions, nes",1997-12,26422139.00,3002.10.00.59,"Blood fractions, nes",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.51,"Blood fractions, nes, for use in humans",1998-01,2016-12,0.6786,9,no official source reaches this boundary,3002.10.00.90,"Antisera,o blood fract,immunological prod,w/n mod/obt biotechnological proc,nes",2012-01,2016-12,0.3673,continuity,3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3002.12.00.19,"Human antisera and other human blood fractions, nes",0.5507
imports:3002.10.10.23:1997-12,148,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.10.23,"Immune serum globulin, for therapeutic or prophylactic use in humans",1997-12,24552889.00,3002.10.00.23,"Immune serum globulin, for therapeutic or prophylactic use in humans",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.22,"Normal serum globulin, for therapeutic or prophylactic use in humans",1998-01,2016-12,0.9254,8,no official source reaches this boundary,3002.10.00.10,"Antisera & o blood fractions, human origin, for diagnostic use",1998-01,2016-12,0.3840,purpose,3002.10.00.10 (purpose); 3002.10.00.60 (continuity); 3002.10.00.90 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3002.12.00.13,"Human immune globulin, for therapeutic/prophylactic/other uses",0.7656
imports:3001.90.10.00:1997-12,149,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3001.90.10.00,Heparin and its salts,1997-12,23789116.00,3001.90.00.10,Heparin and its salts,1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3001.90.00.20,"Bone, organs & o human/animal tissue, living/preserved,for grafting/implantation",1998-01,2026-06,0.2474,1,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,242,3004.20.00.20,"Cephalosporins, for human use, in dosage",0.4746
imports:3004.90.99.16:1997-12,150,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.16,"Local anaesthetics, for human use, in dosage",1997-12,23048265.00,3004.90.00.36,"Local anaesthetics, for human use, in dosage",1998-01,2017-12,yes,no,0,no,approve,,1.0000,1.0000,3004.90.00.31,"Analgesics, for human use, in dosage",1998-01,2017-12,0.8421,25,no official source reaches this boundary,3004.90.00.81,"Anaesthetic, for veterinary use, in dosage",1998-01,2011-12,0.7561,use,3004.90.00.81 (use); 3004.90.00.27 (continuity); 3004.90.00.89 (use); 3004.90.00.90 (continuity;use); 3004.90.00.22 (continuity); 3004.90.00.25 (continuity); 3004.90.00.24 (continuity); 3004.90.00.23 (continuity); 3004.90.00.29 (continuity); 3004.90.00.21 (continuity); 3004.90.00.26 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Medicaments, for human use, acting on the nervous system, in dosage, nes",derived from the tariff block,,,,,,,yes,yes,3004.90.00.27,2,no,,,no,,,no,,,,,207,3004.39.00.85,"Hormones, nes, for human use, in dosage",0.7692
imports:3004.40.90.80:1997-12,151,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.40.90.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1997-12,22494169.00,3004.40.00.80,"Narcotic veg alkaloids or their narc derivs, nes, for human use, in dosage",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.40.00.90,"Non-narc veg alkaloids or their non-narc derivs, nes, for human use, in dosage",1998-01,2016-12,0.9178,5,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,238,3004.10.00.19,"Penicillins or their derivs nes, for human use, in dosage",0.8095
imports:3004.90.00.20:2011-12,152,CONFIRM - the evidence supports this link,decide,4,two candidates are almost equally close,imports,3004.90.00.20,"Medicaments cont more than 23% of abs ethyl alc by vol, nes, in dosage",2011-12,21555796.00,3004.90.00.79,"Other medicaments, for human use, in dosage, nes",1998-01,2026-06,no,no,0,no,approve,,0.5536,0.1667,3004.90.00.90,"Other medicaments, for veterinary use, in dosage, nes",2012-01,2026-06,0.5299,0,the record bounds the answer to a short list,,,,,,,none,none,named by Canada's concordance at 201201,,,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,166,124,3003.90.00.30,"Medicaments containing acetaminophen, in bulk",0.5045
imports:3005.90.91.00:1997-12,153,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3005.90.91.00,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",1997-12,21207608.00,3005.90.00.40,"Dressings/sim art of woven fab o/t of cotton; of knit fab, n-wov or felts, nes",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3005.90.00.20,"Dressings & sim articles coated or impreg w pharm substances, nes",1998-01,2026-06,0.4818,4,no official source reaches this boundary,3005.90.00.50,"Dressings and sim articles of woven fabric solely of cotton, nes",1998-01,2011-12,0.6667,fibre,3005.90.00.50 (fibre),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,238,3005.10.00.10,"Dressings & sim articles having an adhesive layer, coated/impreg w pharm subs",0.4832
imports:3002.10.10.22:1997-12,154,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.10.10.22,"Normal serum globulin, for therapeutic or prophylactic use in humans",1997-12,19609749.00,3002.10.00.22,"Normal serum globulin, for therapeutic or prophylactic use in humans",1998-01,2016-12,yes,no,0,no,approve,,1.0000,1.0000,3002.10.00.23,"Immune serum globulin, for therapeutic or prophylactic use in humans",1998-01,2016-12,0.9254,8,no official source reaches this boundary,3002.10.00.10,"Antisera & o blood fractions, human origin, for diagnostic use",1998-01,2016-12,0.3840,purpose,3002.10.00.10 (purpose); 3002.10.00.90 (continuity); 3002.10.00.60 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Antisera & o blood fract, human orig, therapeutic/prophylactic use in humans,nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3002.12.00.13,"Human immune globulin, for therapeutic/prophylactic/other uses",0.7344
imports:3005.90.99.00:1997-12,155,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3005.90.99.00,"Dressings and similar articles packaged for medical use, nes",1997-12,19543614.00,3005.90.00.90,"Dressings and similar articles packaged for medical use, nes",1998-01,2026-06,yes,no,0,no,approve,,1.0000,1.0000,3005.90.00.60,"Dressings and similar articles of paper, nes",1998-01,2011-12,0.7647,5,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,238,3005.10.00.91,"Adhesive dressings, nes, packaged for retail sale",0.6038
imports:3004.50.99.20:1997-12,156,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.50.99.20,"Single vitamin mixed w o supplements, for human use, in dosage",1997-12,18411892.00,3004.50.00.40,"Single vitamin mixed w o supplements, for human use, in dosage",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.50.00.69,"Multivitamins mixed with other supplements, nes, for human use, in dosage,",1998-01,2011-12,0.8308,6,no official source reaches this boundary,3004.50.00.50,"Multivitamins not mixed with o supplements, for human use, in dosage",1998-01,2011-12,0.8571,mixing,3004.50.00.50 (mixing); 3004.50.00.13 (continuity;mixing); 3004.50.00.12 (continuity); 3004.50.00.70 (use); 3004.50.00.14 (continuity); 3004.50.00.19 (continuity); 3004.50.00.11 (continuity;mixing); 3004.50.00.90 (continuity;use),none,no official source reaches 199801,,,,,,the same commodity under a new number,,derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,229,3004.31.00.90,"Insulin, nes, for human use, in dosage",0.6737
imports:3002.90.10.20:1997-12,157,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3002.90.10.20,Ferment cultures,1997-12,17995840.00,3002.90.00.20,Butter-making ferment cultures,1998-01,2016-12,yes,no,0,no,approve,,0.6957,0.5000,3002.90.00.91,Bacteria culture inoculants for seeds,1998-01,2016-12,0.4151,6,no official source reaches this boundary,3002.90.00.50,Micro-organisms cultures,2017-01,2021-12,0.5500,continuity,3002.90.00.50 (continuity); 3002.90.00.40 (continuity); 3002.90.00.10 (continuity); 3002.90.00.90 (continuity); 3002.90.00.12 (continuity),none,no official source reaches 199801,,,,,,unknown,,,,,,,,,yes,,,,no,,,no,,,no,,,,,232,3003.90.00.90,"Other medicaments, formulated, in bulk, nes",0.4643
imports:3006.20.90.00:1997-12,158,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3006.20.90.00,"Blood-grouping reagents, except of human or animal origin",1997-12,15915707.00,3006.20.00.90,"Blood-grouping reagents, except of human or animal origin",1998-01,2021-12,yes,no,0,no,approve,,1.0000,1.0000,3006.20.00.20,"Blood-grouping reagents, of animal origin",1998-01,2021-12,0.8333,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,yes,3006.30.00.10,2,no,,,no,,,no,,,,,241,3002.90.00.30,Dried blood of animal origin,0.5238
imports:3004.50.99.41:1997-12,159,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.50.99.41,"Vitamins-iron preparation, for human use, in dosage",1997-12,15830543.00,3004.50.00.61,"Vitamins-iron preparation, for human use, in dosage",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3004.50.00.31,"Vitamin C only, for human use, in dosage",1998-01,2011-12,0.7816,7,no official source reaches this boundary,3004.50.00.70,"Vitamins & their derivs, nes, for vet use, in dosage",1998-01,2011-12,0.6667,use,3004.50.00.70 (use); 3004.50.00.19 (continuity); 3004.50.00.13 (continuity); 3004.50.00.14 (continuity); 3004.50.00.90 (continuity;use); 3004.50.00.12 (continuity); 3004.50.00.11 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,"Multivitamins mixed with other supplements, nes, for human use, in dosage",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,229,3004.90.00.73,"Cough or cold preparations, for human use, in dosage",0.7879
imports:3004.90.99.41:1997-12,160,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3004.90.99.41,"Anti-infective agents, containing sulfonamides, for human use, in dosage",1997-12,15348385.00,3004.90.00.61,"Anti-infective agents, cont sulfonamides, for human use, in dosage",1998-01,2026-06,yes,no,0,no,approve,,0.9545,1.0000,3004.90.00.69,"Anti-infective agents, for human use, in dosage, nes",1998-01,2026-06,0.7627,25,no official source reaches this boundary,3004.90.00.24,"Antihypertensive agents, for human use, in doses/packings frs,o/t No 30.02/05/06",2018-01,2026-06,0.5170,continuity,3004.90.00.24 (continuity); 3004.90.00.89 (use); 3004.90.00.25 (continuity); 3004.90.00.23 (continuity); 3004.90.00.81 (use); 3004.90.00.22 (continuity); 3004.90.00.26 (continuity); 3004.90.00.90 (continuity;use); 3004.90.00.27 (continuity); 3004.90.00.29 (continuity); 3004.90.00.21 (continuity),none,no official source reaches 199801,,,,,,same family,"Anti-infective agents, for human use, in dosage, nes",derived from the tariff block,,,,,,,yes,,,,no,,,no,,,no,,,,,207,3004.20.00.69,"Antibiotics, nes, for human use, in dosage",0.6667
imports:3006.40.10.20:1997-12,161,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3006.40.10.20,Points for filling dental root canals,1997-12,12822836.00,3006.40.00.20,Points for filling dental root canals,1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3006.40.00.90,"Dental fillings, nes",1998-01,2026-06,0.4643,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,241,3004.90.00.39,"Medicaments, for human use, acting on the central nervous system, in dosage, nes",0.4425
imports:3006.40.20.00:1997-12,162,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3006.40.20.00,"Dental fillings of composition metals, except those in powder or pellet form",1997-12,12771217.00,3006.40.00.30,"Dental fillings of composition metals, except those in powder or pellet form",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3006.40.00.10,Dental cements and bone reconstruction cements,1998-01,2026-06,0.3967,2,no official source reaches this boundary,,,,,,,none,none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,241,3004.20.00.12,"Medicaments containing vancomycin, for human use, in doses/pack for retail sale",0.4342
imports:3003.90.10.00:1997-12,163,CONFIRM - the evidence supports this link,decide,6,"the wording and the meaning both match, please spot check",imports,3003.90.10.00,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",1997-12,11827021.00,3003.90.00.10,"Fractioned soya oil emulsions, prepr for parenteral admin; mx of amino acids,etc",1998-01,2011-12,yes,no,0,no,approve,,1.0000,1.0000,3003.90.00.91,"Medicaments containing acetaminophen, in bulk",1998-01,2011-12,0.2951,2,no official source reaches this boundary,3003.90.00.90,"Other medicaments, formulated, in bulk, nes",2012-01,2026-06,0.3051,continuity,3003.90.00.90 (continuity); 3003.90.00.30 (continuity),none,no official source reaches 199801,,,,,,the same commodity under a new number,,,,,,,,,yes,,,,no,,,no,,,no,,,,,239,3003.39.00.10,"Epinephrine & its solutions, prepared for parenteral admin in humans, in bulk",0.6093
